0,1.06922,1.28229,-16.1167,-21.6323,-16.1167,-21.6323,0.493281,0.801042,1.06922,1.28229,19096.7
3.09425e-05,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,19096.7
6.1885e-05,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,19096.7
9.28275e-05,1.5625,1.08333,-15.6234,-21.8312,-15.6234,-21.8312,0,1,1.5625,1.08333,19096.7
0.00012377,1.5625,1.08333,-15.6234,-21.8312,-15.6234,-21.8312,0,1,1.5625,1.08333,19096.7
0.000154713,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,19096.7
0.000185655,1.08125,1.73229,-16.1047,-21.1823,-16.1047,-21.1823,0.48125,0.351042,1.08125,1.73229,19096.7
0.000216598,1.04125,1.87792,-16.1447,-21.0367,-16.1447,-21.0367,0.52125,0.205417,1.04125,1.87792,19096.7
0.00024754,1.06297,1.7925,-16.123,-21.1221,-16.123,-21.1221,0.499531,0.290833,1.06297,1.7925,19096.7
0.000278483,1.06359,1.78771,-16.1223,-21.1269,-16.1223,-21.1269,0.498906,0.295625,1.06359,1.78771,19096.7
0.000309425,1.06875,1.69104,-16.1172,-21.2235,-16.1172,-21.2235,0.49375,0.392292,1.06875,1.69104,19096.7
0.000340368,1.06781,1.5975,-16.1181,-21.3171,-16.1181,-21.3171,0.494687,0.485833,1.06781,1.5975,19096.7
0.00037131,1.06125,1.54062,-16.1247,-21.374,-16.1247,-21.374,0.50125,0.542708,1.06125,1.54062,0.0241781
0.000402253,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-3.97104
0.000433195,1.5625,1.08333,-15.6234,-21.8312,-15.6234,-21.8312,0,1,1.5625,1.08333,-3.97104
0.000464138,1.79047,1.66917,-15.3955,-21.2454,-15.3955,-21.2454,-0.227969,0.414167,1.79047,1.66917,-3.97104
0.00049508,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-2.9747
0.000526023,1.00312,1.5875,-16.1828,-21.3271,-16.1828,-21.3271,0.559375,0.495833,1.00312,1.5875,-2.97967
0.000556965,1.00437,1.57562,-16.1816,-21.339,-16.1816,-21.339,0.558125,0.507708,1.00437,1.57562,-2.97967
0.000587908,1.01984,1.25333,-16.1661,-21.6613,-16.1661,-21.6613,0.542656,0.83,1.01984,1.25333,-2.98295
0.00061885,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-2.99558
0.000649793,0.5625,2.08333,-16.6234,-20.8312,-16.6234,-20.8312,1,0,0.5625,2.08333,-2.99147
0.000680735,1.60016,1.49958,-15.5858,-21.415,-15.5858,-21.415,-0.0376563,0.58375,1.60016,1.49958,-3.00705
0.000711678,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-3.00705
0.00074262,1.00891,1.24292,-16.177,-21.6717,-16.177,-21.6717,0.553594,0.840417,1.00891,1.24292,-2.98333
0.000773563,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-3.9853
0.000804505,1.25516,1.88708,-15.9308,-21.0275,-15.9308,-21.0275,0.307344,0.19625,1.25516,1.88708,-2.97917
0.000835448,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-2.98421
0.00086639,0.0015625,0.00208333,-17.1844,-22.9125,-17.1844,-22.9125,1.56094,2.08125,0.0015625,0.00208333,-2.98689
0.000897333,0.998125,1.11458,-16.1878,-21.8,-16.1878,-21.8,0.564375,0.96875,0.998125,1.11458,-2.98689
0.000928275,0.987344,1.27562,-16.1986,-21.639,-16.1986,-21.639,0.575156,0.807708,0.987344,1.27562,-4.00102
